DateTime,Transactions
2016-02-20 00:00:00,16714
2016-02-21 00:00:00,17119
2016-02-22 00:00:00,18190
2016-02-23 00:00:00,18482
2016-02-24 00:00:00,19540
2016-02-25 00:00:00,19503
2016-02-26 00:00:00,21068
2016-02-27 00:00:00,18981
2016-02-28 00:00:00,19063
2016-02-29 00:00:00,20358
2016-03-01 00:00:00,21778
2016-03-02 00:00:00,23562
2016-03-03 00:00:00,24837
2016-03-04 00:00:00,24287
2016-03-05 00:00:00,27115
2016-03-06 00:00:00,27661
2016-03-07 00:00:00,23271
2016-03-08 00:00:00,24105
2016-03-09 00:00:00,24557
2016-03-10 00:00:00,24814
2016-03-11 00:00:00,23124
2016-03-12 00:00:00,27887
2016-03-13 00:00:00,28127
2016-03-14 00:00:00,28528
2016-03-15 00:00:00,29273
2016-03-16 00:00:00,27596
2016-03-17 00:00:00,33531
2016-03-18 00:00:00,31821
2016-03-19 00:00:00,34779
2016-03-20 00:00:00,32447
2016-03-21 00:00:00,32511
2016-03-22 00:00:00,32890
2016-03-23 00:00:00,31786
2016-03-24 00:00:00,36947
2016-03-25 00:00:00,36762
2016-03-26 00:00:00,36646
2016-03-27 00:00:00,29974
2016-03-28 00:00:00,33613
2016-03-29 00:00:00,33915
2016-03-30 00:00:00,36767
2016-03-31 00:00:00,32259
2016-04-01 00:00:00,33320
2016-04-02 00:00:00,29358
2016-04-03 00:00:00,29588
2016-04-04 00:00:00,34907
2016-04-05 00:00:00,39173
2016-04-06 00:00:00,32078
2016-04-07 00:00:00,31893
2016-04-08 00:00:00,34010
2016-04-09 00:00:00,31923
2016-04-10 00:00:00,32237
2016-04-11 00:00:00,30327
2016-04-12 00:00:00,34673
2016-04-13 00:00:00,36051
2016-04-14 00:00:00,34781
2016-04-15 00:00:00,34959
2016-04-16 00:00:00,30483
2016-04-17 00:00:00,40203
2016-04-18 00:00:00,33513
2016-04-19 00:00:00,32622
2016-04-20 00:00:00,32944
2016-04-21 00:00:00,37181
2016-04-22 00:00:00,31678
2016-04-23 00:00:00,31845
2016-04-24 00:00:00,34046
2016-04-25 00:00:00,35430
2016-04-26 00:00:00,32582
2016-04-27 00:00:00,33847
2016-04-28 00:00:00,34343
2016-04-29 00:00:00,37332
2016-04-30 00:00:00,45769
2016-05-01 00:00:00,39578
2016-05-02 00:00:00,41748
2016-05-03 00:00:00,37821
2016-05-04 00:00:00,37484
2016-05-05 00:00:00,38707
2016-05-06 00:00:00,41271
2016-05-07 00:00:00,35864
2016-05-08 00:00:00,40063
2016-05-09 00:00:00,38560
2016-05-10 00:00:00,40684
2016-05-11 00:00:00,40811
2016-05-12 00:00:00,45002
2016-05-13 00:00:00,47739
2016-05-14 00:00:00,45745
2016-05-15 00:00:00,43073
2016-05-16 00:00:00,37424
2016-05-17 00:00:00,40309
2016-05-18 00:00:00,46033
2016-05-19 00:00:00,44523
2016-05-20 00:00:00,45177
2016-05-21 00:00:00,43621
2016-05-22 00:00:00,38895
2016-05-23 00:00:00,43806
2016-05-24 00:00:00,42911
2016-05-25 00:00:00,46443
2016-05-26 00:00:00,51147
2016-05-27 00:00:00,49006
2016-05-28 00:00:00,70148
2016-05-29 00:00:00,45890
2016-05-30 00:00:00,42927
2016-05-31 00:00:00,44386
2016-06-01 00:00:00,42221
2016-06-02 00:00:00,39666
2016-06-03 00:00:00,39834
2016-06-04 00:00:00,37875
2016-06-05 00:00:00,37896
2016-06-06 00:00:00,38957
2016-06-07 00:00:00,46141
2016-06-08 00:00:00,40433
2016-06-09 00:00:00,39854
2016-06-10 00:00:00,40145
2016-06-11 00:00:00,36901
2016-06-12 00:00:00,42581
2016-06-13 00:00:00,46185
2016-06-14 00:00:00,50335
2016-06-15 00:00:00,43251
2016-06-16 00:00:00,43392
2016-06-17 00:00:00,66558
2016-06-18 00:00:00,63083
2016-06-19 00:00:00,51035
2016-06-20 00:00:00,47118
2016-06-21 00:00:00,47323
2016-06-22 00:00:00,48615
2016-06-23 00:00:00,41908
2016-06-24 00:00:00,45331
2016-06-25 00:00:00,36684
2016-06-26 00:00:00,41613
2016-06-27 00:00:00,39663
2016-06-28 00:00:00,43089
2016-06-29 00:00:00,49897
2016-06-30 00:00:00,63952
2016-07-01 00:00:00,40085
2016-07-02 00:00:00,39257
2016-07-03 00:00:00,39757
2016-07-04 00:00:00,39950
2016-07-05 00:00:00,39270
2016-07-06 00:00:00,37900
2016-07-07 00:00:00,40433
2016-07-08 00:00:00,42506
2016-07-09 00:00:00,40410
2016-07-10 00:00:00,39358
2016-07-11 00:00:00,38582
2016-07-12 00:00:00,40811
2016-07-13 00:00:00,35740
2016-07-14 00:00:00,42809
2016-07-15 00:00:00,41110
2016-07-16 00:00:00,38062
2016-07-17 00:00:00,33914
2016-07-18 00:00:00,39198
2016-07-19 00:00:00,44184
2016-07-20 00:00:00,50631
2016-07-21 00:00:00,44882
2016-07-22 00:00:00,48458
2016-07-23 00:00:00,45006
2016-07-24 00:00:00,58215
2016-07-25 00:00:00,54856
2016-07-26 00:00:00,61930
2016-07-27 00:00:00,53035
2016-07-28 00:00:00,48555
2016-07-29 00:00:00,47243
2016-07-30 00:00:00,42011
2016-07-31 00:00:00,48749
2016-08-01 00:00:00,45978
2016-08-02 00:00:00,49041
2016-08-03 00:00:00,49475
2016-08-04 00:00:00,46761
2016-08-05 00:00:00,43212
2016-08-06 00:00:00,41487
2016-08-07 00:00:00,42955
2016-08-08 00:00:00,42984
2016-08-09 00:00:00,47057
2016-08-10 00:00:00,46290
2016-08-11 00:00:00,48171
2016-08-12 00:00:00,44400
2016-08-13 00:00:00,41088
2016-08-14 00:00:00,40577
2016-08-15 00:00:00,42302
2016-08-16 00:00:00,48949
2016-08-17 00:00:00,44867
2016-08-18 00:00:00,47799
2016-08-19 00:00:00,42948
2016-08-20 00:00:00,41318
2016-08-21 00:00:00,42543
2016-08-22 00:00:00,44250
2016-08-23 00:00:00,48430
2016-08-24 00:00:00,46821
2016-08-25 00:00:00,49868
2016-08-26 00:00:00,47292
2016-08-27 00:00:00,47938
2016-08-28 00:00:00,42607
2016-08-29 00:00:00,45510
2016-08-30 00:00:00,46979
2016-08-31 00:00:00,45846
2016-09-01 00:00:00,47491
2016-09-02 00:00:00,55413
2016-09-03 00:00:00,44792
2016-09-04 00:00:00,48128
2016-09-05 00:00:00,42667
2016-09-06 00:00:00,49102
2016-09-07 00:00:00,48701
2016-09-08 00:00:00,55970
2016-09-09 00:00:00,53918
2016-09-10 00:00:00,42875
2016-09-11 00:00:00,43345
2016-09-12 00:00:00,45123
2016-09-13 00:00:00,42591
2016-09-14 00:00:00,53859
2016-09-15 00:00:00,52622
2016-09-16 00:00:00,57532
2016-09-17 00:00:00,46882
2016-09-18 00:00:00,37893
2016-09-19 00:00:00,40505
2016-09-20 00:00:00,54067
2016-09-21 00:00:00,44549
2016-09-22 00:00:00,52657
2016-09-23 00:00:00,35219
2016-09-24 00:00:00,43418
2016-09-25 00:00:00,38713
2016-09-26 00:00:00,43514
2016-09-27 00:00:00,46817
2016-09-28 00:00:00,42797
2016-09-29 00:00:00,40416
2016-09-30 00:00:00,35836
2016-10-01 00:00:00,53076
2016-10-02 00:00:00,51105
2016-10-03 00:00:00,47672
2016-10-04 00:00:00,56662
2016-10-05 00:00:00,41719
2016-10-06 00:00:00,36826
2016-10-07 00:00:00,43708
2016-10-08 00:00:00,37690
2016-10-09 00:00:00,43940
2016-10-10 00:00:00,44940
2016-10-11 00:00:00,41053
2016-10-12 00:00:00,30002
2016-10-13 00:00:00,32244
2016-10-14 00:00:00,42006
2016-10-15 00:00:00,33662
2016-10-16 00:00:00,34990
2016-10-17 00:00:00,38136
2016-10-18 00:00:00,51898
2016-10-19 00:00:00,38497
2016-10-20 00:00:00,43438
2016-10-21 00:00:00,57780
2016-10-22 00:00:00,37772
2016-10-23 00:00:00,35364
2016-10-24 00:00:00,52547
2016-10-25 00:00:00,47610
2016-10-26 00:00:00,45158
2016-10-27 00:00:00,44353
2016-10-28 00:00:00,41522
2016-10-29 00:00:00,40011
2016-10-30 00:00:00,39435
2016-10-31 00:00:00,45031
2016-11-01 00:00:00,49025
2016-11-02 00:00:00,43519
2016-11-03 00:00:00,42346
2016-11-04 00:00:00,32572
2016-11-05 00:00:00,37690
2016-11-06 00:00:00,34391
2016-11-07 00:00:00,41941
2016-11-08 00:00:00,41569
2016-11-09 00:00:00,40517
2016-11-10 00:00:00,40164
2016-11-11 00:00:00,41070
2016-11-12 00:00:00,40882
2016-11-13 00:00:00,43673
2016-11-14 00:00:00,43876
2016-11-15 00:00:00,45330
2016-11-16 00:00:00,41684
2016-11-17 00:00:00,40738
2016-11-18 00:00:00,43785
2016-11-19 00:00:00,39289
2016-11-20 00:00:00,42125
2016-11-21 00:00:00,42735
2016-11-22 00:00:00,53585
2016-11-23 00:00:00,64289
2016-11-24 00:00:00,36861
2016-11-25 00:00:00,58075
2016-11-26 00:00:00,40804
2016-11-27 00:00:00,44449
2016-11-28 00:00:00,48388
2016-11-29 00:00:00,47036
2016-11-30 00:00:00,39178
2016-12-01 00:00:00,37121
2016-12-02 00:00:00,41642
2016-12-03 00:00:00,41357
2016-12-04 00:00:00,39643
2016-12-05 00:00:00,41613
2016-12-06 00:00:00,48200
2016-12-07 00:00:00,41757
2016-12-08 00:00:00,39587
2016-12-09 00:00:00,41444
2016-12-10 00:00:00,40564
2016-12-11 00:00:00,39164
2016-12-12 00:00:00,38741
2016-12-13 00:00:00,44664
2016-12-14 00:00:00,47294
2016-12-15 00:00:00,46102
2016-12-16 00:00:00,43953
2016-12-17 00:00:00,39442
2016-12-18 00:00:00,36640
2016-12-19 00:00:00,45599
2016-12-20 00:00:00,44241
2016-12-21 00:00:00,50793
2016-12-22 00:00:00,55173
2016-12-23 00:00:00,44391
2016-12-24 00:00:00,37757
2016-12-25 00:00:00,36601
2016-12-26 00:00:00,34565
2016-12-27 00:00:00,42370
2016-12-28 00:00:00,43386
2016-12-29 00:00:00,46546
2016-12-30 00:00:00,44561
2016-12-31 00:00:00,41220
2017-01-01 00:00:00,38730
2017-01-02 00:00:00,39652
2017-01-03 00:00:00,45883
2017-01-04 00:00:00,50673
2017-01-05 00:00:00,49596
2017-01-06 00:00:00,43804
2017-01-07 00:00:00,43622
2017-01-08 00:00:00,42727
2017-01-09 00:00:00,46188
2017-01-10 00:00:00,48179
2017-01-11 00:00:00,45221
2017-01-12 00:00:00,50589
2017-01-13 00:00:00,50833
2017-01-14 00:00:00,42044
2017-01-15 00:00:00,41748
2017-01-16 00:00:00,45375
2017-01-17 00:00:00,46671
2017-01-18 00:00:00,44994
2017-01-19 00:00:00,43628
2017-01-20 00:00:00,45775
2017-01-21 00:00:00,43302
2017-01-22 00:00:00,47432
2017-01-23 00:00:00,46076
2017-01-24 00:00:00,50414
2017-01-25 00:00:00,46256
2017-01-26 00:00:00,46856
2017-01-27 00:00:00,46680
2017-01-28 00:00:00,45189
2017-01-29 00:00:00,42509
2017-01-30 00:00:00,45369
2017-01-31 00:00:00,43649
2017-02-01 00:00:00,44541
2017-02-02 00:00:00,43709
2017-02-03 00:00:00,42778
2017-02-04 00:00:00,45410
2017-02-05 00:00:00,46542
2017-02-06 00:00:00,47306
2017-02-07 00:00:00,51866
2017-02-08 00:00:00,51089
2017-02-09 00:00:00,47873
2017-02-10 00:00:00,52222
2017-02-11 00:00:00,46560
2017-02-12 00:00:00,45319
2017-02-13 00:00:00,55990
2017-02-14 00:00:00,58298
2017-02-15 00:00:00,55320
2017-02-16 00:00:00,49674
2017-02-17 00:00:00,49406
2017-02-18 00:00:00,49398
2017-02-19 00:00:00,48227
2017-02-20 00:00:00,50152
2017-02-21 00:00:00,58434
2017-02-22 00:00:00,50372
2017-02-23 00:00:00,47601
2017-02-24 00:00:00,54081
2017-02-25 00:00:00,53245
2017-02-26 00:00:00,51716
2017-02-27 00:00:00,52642
2017-02-28 00:00:00,60277
2017-03-01 00:00:00,59774
2017-03-02 00:00:00,70779
2017-03-03 00:00:00,64294
2017-03-04 00:00:00,58756
2017-03-05 00:00:00,57031
2017-03-06 00:00:00,57020
2017-03-07 00:00:00,62589
2017-03-08 00:00:00,55386
2017-03-09 00:00:00,64266
2017-03-10 00:00:00,65132
2017-03-11 00:00:00,64803
2017-03-12 00:00:00,66646
2017-03-13 00:00:00,81718
2017-03-14 00:00:00,77155
2017-03-15 00:00:00,81205
2017-03-16 00:00:00,109950
2017-03-17 00:00:00,106635
2017-03-18 00:00:00,89920
2017-03-19 00:00:00,84599
2017-03-20 00:00:00,80264
2017-03-21 00:00:00,84298
2017-03-22 00:00:00,78821
2017-03-23 00:00:00,82434
2017-03-24 00:00:00,87775
2017-03-25 00:00:00,84394
2017-03-26 00:00:00,79534
2017-03-27 00:00:00,94570
2017-03-28 00:00:00,84348
2017-03-29 00:00:00,93064
2017-03-30 00:00:00,96209
2017-03-31 00:00:00,103102
2017-04-01 00:00:00,80572
2017-04-02 00:00:00,88948
2017-04-03 00:00:00,100221
2017-04-04 00:00:00,86279
2017-04-05 00:00:00,87411
2017-04-06 00:00:00,95177
2017-04-07 00:00:00,92846
2017-04-08 00:00:00,72144
2017-04-09 00:00:00,74557
2017-04-10 00:00:00,75487
2017-04-11 00:00:00,75891
2017-04-12 00:00:00,80347
2017-04-13 00:00:00,84124
2017-04-14 00:00:00,81155
2017-04-15 00:00:00,74820
2017-04-16 00:00:00,70634
2017-04-17 00:00:00,72546
2017-04-18 00:00:00,83303
2017-04-19 00:00:00,85734
2017-04-20 00:00:00,85450
2017-04-21 00:00:00,81278
2017-04-22 00:00:00,73539
2017-04-23 00:00:00,77073
2017-04-24 00:00:00,80531
2017-04-25 00:00:00,93033
2017-04-26 00:00:00,89642
2017-04-27 00:00:00,104494
2017-04-28 00:00:00,106193
2017-04-29 00:00:00,91335
2017-04-30 00:00:00,95202
2017-05-01 00:00:00,112202
2017-05-02 00:00:00,110354
2017-05-03 00:00:00,97334
2017-05-04 00:00:00,114877
2017-05-05 00:00:00,108514
2017-05-06 00:00:00,95014
2017-05-07 00:00:00,106631
2017-05-08 00:00:00,117509
2017-05-09 00:00:00,112933
2017-05-10 00:00:00,109673
2017-05-11 00:00:00,117189
2017-05-12 00:00:00,107241
2017-05-13 00:00:00,101332
2017-05-14 00:00:00,101348
2017-05-15 00:00:00,122792
2017-05-16 00:00:00,116341
2017-05-17 00:00:00,140135
2017-05-18 00:00:00,137409
2017-05-19 00:00:00,161568
2017-05-20 00:00:00,130912
2017-05-21 00:00:00,149699
2017-05-22 00:00:00,176255
2017-05-23 00:00:00,187121
2017-05-24 00:00:00,187293
2017-05-25 00:00:00,183010
2017-05-26 00:00:00,169818
2017-05-27 00:00:00,149450
2017-05-28 00:00:00,155271
2017-05-29 00:00:00,158547
2017-05-30 00:00:00,193618
2017-05-31 00:00:00,214126
2017-06-01 00:00:00,199160
2017-06-02 00:00:00,194911
2017-06-03 00:00:00,175666
2017-06-04 00:00:00,180136
2017-06-05 00:00:00,190305
2017-06-06 00:00:00,200523
2017-06-07 00:00:00,207180
2017-06-08 00:00:00,187700
2017-06-09 00:00:00,215831
2017-06-10 00:00:00,213356
2017-06-11 00:00:00,240490
2017-06-12 00:00:00,292941
2017-06-13 00:00:00,280054
2017-06-14 00:00:00,250410
2017-06-15 00:00:00,261617
2017-06-16 00:00:00,248003
2017-06-17 00:00:00,242022
2017-06-18 00:00:00,245957
2017-06-19 00:00:00,286209
2017-06-20 00:00:00,308488
2017-06-21 00:00:00,221289
2017-06-22 00:00:00,284225
2017-06-23 00:00:00,276012
2017-06-24 00:00:00,250570
2017-06-25 00:00:00,231135
2017-06-26 00:00:00,316788
2017-06-27 00:00:00,252995
2017-06-28 00:00:00,274241
2017-06-29 00:00:00,263791
2017-06-30 00:00:00,252652
2017-07-01 00:00:00,240465
2017-07-02 00:00:00,248617
2017-07-03 00:00:00,302032
2017-07-04 00:00:00,281465
2017-07-05 00:00:00,271606
2017-07-06 00:00:00,258791
2017-07-07 00:00:00,295389
2017-07-08 00:00:00,248142
2017-07-09 00:00:00,225189
2017-07-10 00:00:00,302633
2017-07-11 00:00:00,291677
2017-07-12 00:00:00,283828
2017-07-13 00:00:00,260745
2017-07-14 00:00:00,249381
2017-07-15 00:00:00,231961
2017-07-16 00:00:00,249138
2017-07-17 00:00:00,248473
2017-07-18 00:00:00,271055
2017-07-19 00:00:00,270122
2017-07-20 00:00:00,250065
2017-07-21 00:00:00,232560
2017-07-22 00:00:00,205574
2017-07-23 00:00:00,260490
2017-07-24 00:00:00,263095
2017-07-25 00:00:00,242956
2017-07-26 00:00:00,223010
2017-07-27 00:00:00,225435
2017-07-28 00:00:00,246494
2017-07-29 00:00:00,198773
2017-07-30 00:00:00,206624
2017-07-31 00:00:00,250090
2017-08-01 00:00:00,218582
2017-08-02 00:00:00,231068
2017-08-03 00:00:00,236335
2017-08-04 00:00:00,257160
2017-08-05 00:00:00,261400
2017-08-06 00:00:00,265127
2017-08-07 00:00:00,281172
2017-08-08 00:00:00,318866
2017-08-09 00:00:00,280308
2017-08-10 00:00:00,338241
2017-08-11 00:00:00,356682
2017-08-12 00:00:00,338654
2017-08-13 00:00:00,333011
2017-08-14 00:00:00,410061
2017-08-15 00:00:00,413246
2017-08-16 00:00:00,413624
2017-08-17 00:00:00,428007
2017-08-18 00:00:00,443356
2017-08-19 00:00:00,377418
2017-08-20 00:00:00,309926
2017-08-21 00:00:00,392880
2017-08-22 00:00:00,364727
2017-08-23 00:00:00,374711
2017-08-24 00:00:00,352465
2017-08-25 00:00:00,352621
2017-08-26 00:00:00,306268
2017-08-27 00:00:00,324173
2017-08-28 00:00:00,363799
2017-08-29 00:00:00,394649
2017-08-30 00:00:00,400220
2017-08-31 00:00:00,384421
2017-09-01 00:00:00,390997
2017-09-02 00:00:00,331797
2017-09-03 00:00:00,302525
2017-09-04 00:00:00,442592
2017-09-05 00:00:00,444572
2017-09-06 00:00:00,496376
2017-09-07 00:00:00,448347
2017-09-08 00:00:00,463670
2017-09-09 00:00:00,383654
2017-09-10 00:00:00,325128
2017-09-11 00:00:00,365384
2017-09-12 00:00:00,404898
2017-09-13 00:00:00,365679
2017-09-14 00:00:00,380251
2017-09-15 00:00:00,441767
2017-09-16 00:00:00,373764
2017-09-17 00:00:00,289517
2017-09-18 00:00:00,362764
2017-09-19 00:00:00,337752
2017-09-20 00:00:00,324984
2017-09-21 00:00:00,317074
2017-09-22 00:00:00,271470
2017-09-23 00:00:00,260107
2017-09-24 00:00:00,280929
2017-09-25 00:00:00,306614
2017-09-26 00:00:00,306075
2017-09-27 00:00:00,309047
2017-09-28 00:00:00,329208
2017-09-29 00:00:00,326502
2017-09-30 00:00:00,295798
2017-10-01 00:00:00,283871
2017-10-02 00:00:00,306095
2017-10-03 00:00:00,327906
2017-10-04 00:00:00,307399
2017-10-05 00:00:00,314808
2017-10-06 00:00:00,319882
2017-10-07 00:00:00,291091
2017-10-08 00:00:00,296829
2017-10-09 00:00:00,328172
2017-10-10 00:00:00,349605
2017-10-11 00:00:00,344305
2017-10-12 00:00:00,363411
2017-10-13 00:00:00,379136
2017-10-14 00:00:00,332169
2017-10-15 00:00:00,328921
2017-10-16 00:00:00,408297
2017-10-17 00:00:00,505611
2017-10-18 00:00:00,470449
2017-10-19 00:00:00,494184
2017-10-20 00:00:00,546837
2017-10-21 00:00:00,462902
2017-10-22 00:00:00,435493
2017-10-23 00:00:00,468168
2017-10-24 00:00:00,492288
2017-10-25 00:00:00,460419
2017-10-26 00:00:00,466406
2017-10-27 00:00:00,486147
2017-10-28 00:00:00,484554
2017-10-29 00:00:00,494176
2017-10-30 00:00:00,532626
2017-10-31 00:00:00,519906
2017-11-01 00:00:00,527783
2017-11-02 00:00:00,529277
2017-11-03 00:00:00,485790
2017-11-04 00:00:00,398758
2017-11-05 00:00:00,417102
2017-11-06 00:00:00,511663
2017-11-07 00:00:00,470418
2017-11-08 00:00:00,480413
2017-11-09 00:00:00,467172
2017-11-10 00:00:00,457427
2017-11-11 00:00:00,394378
2017-11-12 00:00:00,434380
2017-11-13 00:00:00,443176
2017-11-14 00:00:00,475984
2017-11-15 00:00:00,540593
2017-11-16 00:00:00,491482
2017-11-17 00:00:00,508590
2017-11-18 00:00:00,459679
2017-11-19 00:00:00,464563
2017-11-20 00:00:00,530141
2017-11-21 00:00:00,524044
2017-11-22 00:00:00,546489
2017-11-23 00:00:00,537068
2017-11-24 00:00:00,525529
2017-11-25 00:00:00,561166
2017-11-26 00:00:00,542484
2017-11-27 00:00:00,608695
2017-11-28 00:00:00,638989
2017-11-29 00:00:00,663579
2017-11-30 00:00:00,655457
2017-12-01 00:00:00,622720
2017-12-02 00:00:00,627785
2017-12-03 00:00:00,693808
2017-12-04 00:00:00,701834
2017-12-05 00:00:00,693090
2017-12-06 00:00:00,791746
2017-12-07 00:00:00,660618
2017-12-08 00:00:00,768095
2017-12-09 00:00:00,708895
2017-12-10 00:00:00,717203
2017-12-11 00:00:00,829598
2017-12-12 00:00:00,873706
2017-12-13 00:00:00,910991
2017-12-14 00:00:00,944324
2017-12-15 00:00:00,905773
2017-12-16 00:00:00,901401
2017-12-17 00:00:00,878225
2017-12-18 00:00:00,985553
2017-12-19 00:00:00,1093987
2017-12-20 00:00:00,988392
2017-12-21 00:00:00,1074306
2017-12-22 00:00:00,1107605
2017-12-23 00:00:00,920089
2017-12-24 00:00:00,759075
2017-12-25 00:00:00,753028
2017-12-26 00:00:00,814796
